day,bed_type,zip_code,from_facility_pfi,to_facility_pfi,patients,rank
61,icu,10002,1437,1464,17.16380376874603,30
61,icu,10002,1437,1740,10.831406675232573,36
61,icu,10002,1437,1165,2.311406207611581,40
61,icu,10002,1437,1186,4.021563190352266,41
61,icu,10002,1437,1169,14.083213628068147,42
61,icu,10002,1437,1168,1.0765661855785282,43
61,icu,10002,1437,1737,1.6319840425324479,45
62,ward,10001,1438,1463,4.092930374332397,1
62,ward,10001,1438,1466,5.374552781621645,2
62,ward,10001,1438,10139,1.6499986678587035,3
62,ward,10001,1438,1458,3.1629526525043303,4
62,ward,10001,1438,1450,3.3272129965627073,5
62,ward,10001,1438,1437,5.126102232294453,6
62,ward,10001,1438,1456,4.464184928793998,7
62,ward,10001,1438,1454,3.434354724964223,8
62,ward,10001,1438,1639,5.386047594153752,9
62,ward,10001,1438,1469,6.8075871028591735,10
62,ward,10001,1438,1288,5.766966308453128,11
62,ward,10001,1438,1692,7.934087939496543,12
62,ward,10001,1438,1318,5.5794766941937155,13
62,ward,10001,1438,1445,3.6109844187798146,14
62,ward,10001,1438,1306,3.8069231619094523,15
62,ward,10001,1438,1626,11.199514323425163,16
62,ward,10001,1438,1309,5.5584314859369535,17
62,ward,10001,1438,1172,5.016173839656972,18
62,ward,10001,1438,1464,6.13727952119396,19
62,ward,10001,1438,1301,3.440529442589522,20
62,ward,10001,1438,1320,6.642742879941068,21
62,ward,10001,1438,1304,7.197753748928932,22
62,ward,10001,1438,1305,10.665048376458671,23
62,ward,10001,1438,1638,5.399110434452332,24
62,ward,10001,1438,1178,6.296727427354938,25
62,ward,10001,1438,1164,4.692455143790223,26
62,ward,10001,1438,1286,7.154391216072337,27
62,ward,10002,1437,1286,3.7473082714214634,20
62,ward,10002,1437,1324,5.085219406023853,23
62,ward,10002,1437,1293,4.480901281347439,25
62,ward,10002,1437,1738,5.295560342377129,27
62,ward,10002,1437,1637,9.580478537226057,28
62,ward,10002,1437,1629,11.269039380886234,29
62,ward,10002,1437,1294,9.884050794522118,31
62,ward,10002,1437,1628,7.846547306182686,32
62,ward,10002,1437,1633,8.129974170730073,33
62,ward,10002,1437,1740,3.8503517462524,36
62,ward,10002,1437,1176,7.686616393086773,37
62,ward,10002,1437,3975,5.712336529634236,38
62,ward,10002,1437,3058,9.858671309959405,39
62,ward,10002,1437,1165,3.798777008270619,40
62,ward,10002,1437,1186,0.9205192920839096,41
62,ward,10002,1437,1169,3.6304661205927005,42
62,ward,10002,1437,1168,2.6726866437942434,43
62,ward,10002,1437,1635,4.68247263290116,44
62,ward,10002,1437,1737,2.0038413381312203,45
63,ward,10001,1438,1463,11.146030568081827,1
63,ward,10001,1438,1466,10.848406557757741,2
63,ward,10001,1438,10139,3.525801820411438,3
63,ward,10001,1438,1458,12.610381392031911,4
63,ward,10001,1438,1450,7.318117796716251,5
63,ward,10001,1438,1437,8.260803323496923,6
63,ward,10001,1438,1456,10.398721197530563,7
63,ward,10001,1438,1454,7.49441719778838,8
63,ward,10001,1438,1639,8.773446580085412,9
63,ward,10001,1438,1469,13.240832685638267,10
63,ward,10001,1438,1288,9.8688180880295,11
63,ward,10001,1438,1692,13.503087049720278,12
63,ward,10001,1438,1318,8.228192623940835,13
63,ward,10002,1437,1306,12.510137357647778,5
63,ward,10002,1437,1309,9.016507075520508,6
63,ward,10002,1437,1318,1.0577666506112386,8
63,ward,10002,1437,1301,11.657576585867389,12
63,ward,10002,1437,1320,11.901923127745036,13
63,ward,10002,1437,1304,14.370422103187927,15
63,ward,10002,1437,1305,22.34189214439428,17
63,ward,10002,1437,1626,20.887581018949945,19
63,ward,10002,1437,1286,17.508426798607644,20
63,ward,10002,1437,1638,10.664796366683767,22
63,ward,10002,1437,1324,9.520148023696326,23
63,ward,10002,1437,1445,7.112932073159875,24
63,ward,10002,1437,1293,6.908139600748601,25
63,ward,10002,1437,1172,10.491011447773396,26
63,ward,10002,1437,1738,10.463929868315205,27
63,ward,10002,1437,1637,21.128960321956,28
63,ward,10002,1437,1629,18.154379517158993,29
63,ward,10002,1437,1464,13.340941541725243,30
63,ward,10002,1437,1294,17.40672263682403,31
63,ward,10002,1437,1628,11.134609614545916,32
63,ward,10002,1437,1633,13.501443983738959,33
63,ward,10002,1437,1164,7.872596607661258,34
63,ward,10002,1437,1178,14.301698080161344,35
63,ward,10002,1437,1740,8.587705563615842,36
63,ward,10002,1437,1176,14.144441879165463,37
63,ward,10002,1437,3975,9.711935555248203,38
63,ward,10002,1437,3058,17.9624925188731,39
63,ward,10002,1437,1165,9.527223902028325,40
63,ward,10002,1437,1186,3.4316668821607124,41
63,ward,10002,1437,1169,8.593378897538003,42
63,ward,10002,1437,1168,5.707391086467105,43
63,ward,10002,1437,1635,9.354491882330755,44
63,ward,10002,1437,1737,3.998430823169759,45
64,ward,10001,1438,1463,22.492930920503042,1
64,ward,10001,1438,1466,15.850611932291727,2
64,ward,10001,1438,10139,6.03808345875629,3
64,ward,10001,1438,1458,28.29009159036366,4
64,ward,10001,1438,1450,13.42591121050853,5
64,ward,10001,1438,1437,7.978102926503077,6
64,ward,10001,1438,1456,6.290142835873134,7
64,ward,10002,1437,1288,10.126025661970505,2
64,ward,10002,1437,1692,13.7826942002797,4
64,ward,10002,1437,1306,25.074252119672906,5
64,ward,10002,1437,1309,8.768961674479456,6
64,ward,10002,1437,1318,9.272790725447912,8
64,ward,10002,1437,1301,23.4723245540972,12
64,ward,10002,1437,1320,12.732608122254973,13
64,ward,10002,1437,1639,8.570147169914573,14
64,ward,10002,1437,1304,19.073726067823685,15
64,ward,10002,1437,1454,11.068007778530173,16
64,ward,10002,1437,1305,31.497773459919358,17
64,ward,10002,1437,1456,15.202838046341093,18
64,ward,10002,1437,1626,24.73113805690606,19
64,ward,10002,1437,1286,16.84735445139234,20
64,ward,10002,1437,1469,17.076194899610215,21
64,ward,10002,1437,1638,12.851208977789248,22
64,ward,10002,1437,1324,10.76330920959061,23
64,ward,10002,1437,1445,9.594979466158144,24
64,ward,10002,1437,1293,6.348110399251425,25
64,ward,10002,1437,1172,15.45182616251956,26
64,ward,10002,1437,1738,14.267453698561361,27
64,ward,10002,1437,1637,28.768922543412472,28
64,ward,10002,1437,1629,17.527026732841,29
64,ward,10002,1437,1464,23.817978466280778,30
64,ward,10002,1437,1294,19.014121052877456,31
64,ward,10002,1437,1628,9.191640385454043,32
64,ward,10002,1437,1633,11.974010881312793,33
64,ward,10003,1438,1178,22.473689348587044,29
64,ward,10003,1438,1164,7.924434642338753,30
64,ward,10003,1438,1176,16.66122717009833,34
64,ward,10003,1438,1633,1.4789201349482894,35
64,ward,10003,1438,3975,9.915358157017469,37
64,ward,10003,1438,3058,20.817628073642105,38
64,ward,10003,1438,1740,15.954251888132745,39
64,ward,10003,1438,1165,16.592791385102977,40
64,ward,10003,1438,1186,7.930024250727058,41
64,ward,10003,1438,1169,18.299175676303747,42
64,ward,10003,1438,1168,9.758099119236881,43
64,ward,10003,1438,1635,11.915805311787018,44
64,ward,10003,1438,1737,5.632071093451938,45
65,ward,10001,1438,1463,31.782582830642227,1
65,ward,10001,1438,1466,17.781811161560682,2
65,ward,10001,1438,10139,8.388835452989326,3
65,ward,10001,1438,1458,26.01265527067048,4
65,ward,10002,1437,1288,6.2299399415468635,2
65,ward,10002,1437,1692,8.437380810503484,4
65,ward,10002,1437,1306,30.261639338090504,5
65,ward,10002,1437,1309,5.112849764063029,6
65,ward,10002,1437,1318,5.555773305806266,8
65,ward,10002,1437,1458,10.980846669506477,9
65,ward,10002,1437,1450,20.041414350162228,11
65,ward,10002,1437,1301,28.24190805741047,12
65,ward,10002,1437,1320,8.13797587005891,13
65,ward,10002,1437,1639,5.020108655846251,14
65,ward,10002,1437,1304,17.061183751071013,15
65,ward,10002,1437,1454,10.948676525035793,16
65,ward,10002,1437,1305,29.89907662354119,17
65,ward,10002,1437,1456,35.58789807814617,18
65,ward,10002,1437,1626,19.09101692657488,19
65,ward,10002,1437,1286,9.711769262506252,20
65,ward,10002,1437,1469,15.021240872595222,21
65,ward,10002,1437,1638,9.6467333155476,22
65,ward,10002,1437,1324,7.441936843976176,23
65,ward,10002,1437,1445,9.310704022244813,24
65,ward,10002,1437,1293,3.472848718652564,25
65,ward,10002,1437,1172,16.496237076404135,26
65,ward,10002,1437,1738,14.144978125581176,27
65,ward,10002,1437,1637,24.819490212773857,28
65,ward,10002,1437,1629,10.139804369113762,29
65,ward,10002,1437,1464,26.114818255552933,30
65,ward,10003,1438,1464,8.485327852928137,25
65,ward,10003,1438,1178,24.31025615276377,29
65,ward,10003,1438,1164,4.785763606209741,30
65,ward,10003,1438,1628,4.3492026938173325,32
65,ward,10003,1438,1176,12.926852356913216,34
65,ward,10003,1438,1633,8.042650829269924,35
65,ward,10003,1438,1294,13.181824205477888,36
65,ward,10003,1438,3975,6.085725970365772,37
65,ward,10003,1438,3058,15.792172440040666,38
65,ward,10003,1438,1740,23.899632209640316,39
65,ward,10003,1438,1165,19.49638464358793,40
65,ward,10003,1438,1186,11.286920040112662,41
65,ward,10003,1438,1169,30.992011718340777,42
65,ward,10003,1438,1168,13.532188080049558,43
65,ward,10003,1438,1635,8.730080552851582,44
65,ward,10026,1469,1635,1.1693218142472404,44
65,ward,10026,1469,1737,5.935620955099399,45
66,ward,10001,1438,1463,29.815781931918266,1
66,ward,10001,1438,1466,14.86871844224217,2
66,ward,10001,1438,10139,8.471104429588578,3
66,ward,10001,1438,1458,28.550274857968077,4
66,ward,10001,1438,1450,0.2115841899512816,5
66,ward,10002,1437,1288,2.1280881619704886,2
66,ward,10002,1437,1692,2.8683817002797056,4
66,ward,10002,1437,1306,21.558425142352178,5
66,ward,10002,1437,1309,1.6547741744794848,6
66,ward,10002,1437,1318,1.849290725447922,8
66,ward,10002,1437,1450,21.03751676333252,11
66,ward,10002,1437,1301,20.024860914132674,12
66,ward,10002,1437,1320,2.878795622254927,13
66,ward,10002,1437,1639,1.6327096699145862,14
66,ward,10002,1437,1304,9.888515396812124,15
66,ward,10002,1437,1454,6.888614052211594,16
66,ward,10002,1437,1305,18.22223285560581,17
66,ward,10002,1437,1456,40.10759130246943,18
66,ward,10002,1437,1626,9.402950231050013,19
66,ward,10002,1437,1286,3.1050419513923586,20
66,ward,10002,1437,1469,8.830823564361694,21
66,ward,10002,1437,1638,4.381047383316265,22
66,ward,10002,1437,1324,3.0070082263036753,23
66,ward,10002,1437,1445,6.474724176840105,24
66,ward,10002,1437,1293,1.0456103992514159,25
66,ward,10002,1437,1172,12.442301052226625,26
66,ward,10002,1437,1738,10.149538881684812,27
66,ward,10002,1437,1637,13.27100842804397,28
66,ward,10002,1437,1629,3.254464232841002,29
66,ward,10002,1437,1464,36.038589708274785,30
66,ward,10002,1437,1294,5.659152363175892,31
66,ward,10002,1437,1628,1.061140385454074,32
66,ward,10002,1437,1633,2.6711810162610945,33
66,ward,10002,1437,1164,1.6056221423387456,34
66,ward,10002,1437,1178,17.447020669838764,35
66,ward,10002,1437,1740,25.282013186384162,36
66,ward,10002,1437,1176,6.469026870834554,37
66,ward,10002,1437,3975,2.086126944751811,38
66,ward,10002,1437,3058,7.688351231126973,39
66,ward,10002,1437,1165,14.864276097971583,40
66,ward,10002,1437,1186,9.852720523523146,41
66,ward,10003,1438,1186,0.10442509431614866,41
66,ward,10003,1438,1169,35.35108985246201,42
66,ward,10003,1438,1168,13.64673391353292,43
66,ward,10003,1438,1635,5.2273831176691985,44
66,ward,10003,1438,1737,4.61813167683022,45
67,ward,10001,1438,1463,17.55767783929879,1
67,ward,10001,1438,1466,8.471794736176918,2
